customer_id,purchase_date,purchase_amount,product_category
CUST_00166,2024-12-12,254.81,Pro Plan
CUST_00168,2023-11-17,61.39,Enterprise Plan
CUST_00169,2023-11-06,366.1,Pro Plan
CUST_00170,2024-01-15,374.95,Enterprise Plan
CUST_00170,2024-05-01,283.02,Add-ons
CUST_00171,2024-08-04,439.03,Basic Plan
CUST_00171,2024-09-06,201.67,Enterprise Plan
CUST_00172,2023-03-24,198.1,Pro Plan
CUST_00172,2023-05-09,120.17,Pro Plan
CUST_00174,2024-08-21,277.65,Enterprise Plan
CUST_00174,2024-09-24,270.86,Add-ons
CUST_00175,2024-01-01,359.97,Basic Plan
CUST_00175,2024-02-09,232.05,Pro Plan
CUST_00176,2024-03-24,340.85,Pro Plan
CUST_00178,2024-07-14,146.67,Basic Plan
CUST_00179,2024-05-23,435.61,Pro Plan
CUST_00179,2024-08-29,52.9,Enterprise Plan
CUST_00180,2023-03-22,455.45,Basic Plan
CUST_00181,2024-02-06,293.79,Pro Plan
CUST_00182,2023-10-21,321.73,Enterprise Plan
CUST_00182,2023-12-11,288.71,Pro Plan
CUST_00182,2024-04-07,271.63,Basic Plan
CUST_00184,2023-06-01,199.65,Basic Plan
CUST_00185,2024-08-04,190.94,Enterprise Plan
CUST_00186,2024-05-13,321.21,Enterprise Plan
CUST_00186,2024-06-26,69.43,Basic Plan
CUST_00186,2024-09-01,198.84,Basic Plan
CUST_00187,2023-08-24,499.64,Pro Plan
CUST_00188,2024-03-12,259.87,Enterprise Plan
CUST_00191,2024-04-16,73.05,Basic Plan
CUST_00191,2024-06-28,146.94,Add-ons
CUST_00192,2024-07-14,405.51,Enterprise Plan
CUST_00192,2024-10-14,147.91,Enterprise Plan
CUST_00193,2024-08-03,315.97,Basic Plan
CUST_00193,2024-09-05,180.71,Basic Plan
CUST_00194,2023-03-06,405.55,Pro Plan
CUST_00195,2024-08-07,450.4,Pro Plan
CUST_00195,2024-10-28,272.51,Add-ons
CUST_00196,2023-02-02,384.62,Enterprise Plan
CUST_00196,2023-04-01,133.16,Add-ons
CUST_00196,2023-05-09,70.56,Enterprise Plan
CUST_00197,2025-01-17,445.73,Basic Plan
CUST_00198,2024-08-05,114.29,Pro Plan
CUST_00198,2024-12-03,213.13,Add-ons
CUST_00199,2023-05-20,103.29,Pro Plan
CUST_00200,2023-08-03,402.17,Basic Plan
CUST_00200,2023-10-07,124.14,Pro Plan
CUST_00201,2023-03-28,149.21,Enterprise Plan
CUST_00201,2023-06-27,275.8,Basic Plan
CUST_00202,2024-03-20,267.39,Pro Plan
CUST_00203,2023-02-24,499.8,Basic Plan
CUST_00203,2023-06-04,87.8,Enterprise Plan
CUST_00203,2023-07-10,288.32,Pro Plan
CUST_00204,2024-04-23,359.6,Basic Plan
CUST_00204,2024-07-10,280.18,Pro Plan
CUST_00204,2024-08-15,152.64,Add-ons
CUST_00205,2024-05-03,185.13,Basic Plan
CUST_00207,2024-11-06,298.74,Pro Plan
CUST_00208,2023-04-06,361.63,Basic Plan
CUST_00208,2023-05-29,90.44,Enterprise Plan
CUST_00208,2023-08-25,117.78,Basic Plan
CUST_00209,2023-10-23,229.67,Pro Plan
CUST_00209,2024-01-12,152.54,Enterprise Plan
CUST_00209,2024-05-01,197.85,Add-ons
CUST_00212,2023-11-24,429.45,Pro Plan
CUST_00213,2025-01-03,211.84,Pro Plan
CUST_00214,2024-02-26,96.17,Enterprise Plan
CUST_00215,2024-10-22,223.94,Enterprise Plan
CUST_00216,2023-04-03,463.64,Basic Plan
CUST_00216,2023-07-03,126.93,Pro Plan
CUST_00216,2023-09-29,101.73,Basic Plan
CUST_00217,2024-10-16,459.12,Pro Plan
CUST_00220,2024-09-26,239.29,Basic Plan
CUST_00224,2023-07-29,424.33,Pro Plan
CUST_00226,2023-11-07,354.62,Pro Plan
CUST_00228,2024-10-28,63.33,Pro Plan
CUST_00229,2024-08-12,185.86,Enterprise Plan
CUST_00231,2024-12-29,266.52,Enterprise Plan
CUST_00232,2024-07-15,95.95,Enterprise Plan
CUST_00233,2023-10-28,165.45,Basic Plan
CUST_00235,2024-05-07,345.81,Pro Plan
CUST_00235,2024-08-03,115.38,Basic Plan
CUST_00235,2024-11-03,128.55,Pro Plan
CUST_00236,2023-12-22,128.67,Basic Plan
CUST_00237,2024-06-26,463.34,Basic Plan
CUST_00238,2023-11-24,399.47,Pro Plan
CUST_00239,2023-12-27,271.09,Pro Plan
CUST_00239,2024-04-15,133.01,Add-ons
CUST_00239,2024-07-15,168.33,Pro Plan
CUST_00242,2023-09-24,439.13,Enterprise Plan
CUST_00242,2023-11-16,180.14,Pro Plan
CUST_00242,2024-01-20,160.48,Pro Plan
CUST_00243,2023-06-05,466.51,Basic Plan
CUST_00243,2023-08-12,181.78,Enterprise Plan
CUST_00244,2023-05-16,72.0,Basic Plan
CUST_00245,2024-12-22,431.93,Pro Plan
CUST_00246,2024-08-06,496.16,Basic Plan
CUST_00247,2023-09-27,221.71,Basic Plan
CUST_00248,2024-03-31,305.09,Enterprise Plan
CUST_00250,2023-12-01,341.19,Pro Plan
CUST_00251,2024-12-20,379.8,Pro Plan
CUST_00253,2024-08-09,229.17,Basic Plan
CUST_00254,2025-01-05,352.9,Pro Plan
CUST_00255,2023-10-05,274.59,Enterprise Plan
CUST_00256,2023-03-04,76.13,Basic Plan
CUST_00258,2024-04-09,466.35,Enterprise Plan
CUST_00259,2023-03-18,189.27,Enterprise Plan
CUST_00262,2024-06-13,111.0,Pro Plan
CUST_00263,2024-07-17,304.12,Basic Plan
CUST_00264,2024-11-08,93.85,Pro Plan
CUST_00265,2023-07-29,241.33,Enterprise Plan
CUST_00265,2023-11-13,244.58,Basic Plan
CUST_00267,2023-11-27,177.6,Enterprise Plan
CUST_00267,2024-01-11,172.53,Pro Plan
CUST_00267,2024-04-27,154.01,Pro Plan
CUST_00268,2023-05-28,295.72,Basic Plan
CUST_00270,2023-02-08,113.16,Pro Plan
CUST_00271,2023-08-09,418.0,Enterprise Plan
CUST_00273,2023-06-24,217.14,Basic Plan
CUST_00273,2023-10-20,167.87,Pro Plan
CUST_00273,2023-12-02,271.57,Pro Plan
CUST_00273,2024-03-13,297.28,Basic Plan
CUST_00275,2023-12-25,129.88,Basic Plan
CUST_00278,2023-03-15,397.74,Basic Plan
CUST_00279,2024-12-05,293.72,Enterprise Plan
CUST_00280,2023-06-20,271.18,Pro Plan
CUST_00281,2023-08-26,349.62,Enterprise Plan
CUST_00282,2024-06-29,116.3,Basic Plan
CUST_00284,2024-01-31,489.32,Pro Plan
CUST_00285,2023-12-22,389.11,Pro Plan
CUST_00286,2024-06-20,426.9,Enterprise Plan
CUST_00288,2024-12-31,112.8,Enterprise Plan
CUST_00289,2023-07-23,382.56,Pro Plan
CUST_00290,2023-02-08,164.95,Enterprise Plan
CUST_00290,2023-04-07,266.92,Enterprise Plan
CUST_00291,2023-08-21,114.54,Enterprise Plan
CUST_00291,2023-10-15,97.07,Add-ons
CUST_00292,2024-05-21,265.01,Basic Plan
CUST_00293,2023-12-22,212.84,Enterprise Plan
CUST_00293,2024-04-15,262.01,Pro Plan
CUST_00293,2024-07-13,103.53,Enterprise Plan
CUST_00293,2024-11-04,231.66,Pro Plan
CUST_00293,2024-12-08,223.4,Enterprise Plan
CUST_00295,2024-02-10,83.7,Enterprise Plan
CUST_00296,2024-11-22,57.25,Pro Plan
CUST_00297,2023-02-23,425.01,Enterprise Plan
CUST_00299,2024-10-14,74.03,Enterprise Plan
CUST_00301,2024-07-21,184.62,Enterprise Plan
CUST_00302,2023-09-02,349.56,Pro Plan
CUST_00303,2023-12-01,151.93,Enterprise Plan
CUST_00303,2024-02-23,230.46,Enterprise Plan
CUST_00303,2024-03-30,154.3,Enterprise Plan
CUST_00305,2024-08-13,379.24,Pro Plan
CUST_00305,2024-12-02,255.51,Pro Plan
CUST_00307,2023-10-28,368.7,Enterprise Plan
CUST_00308,2024-10-10,272.88,Pro Plan
CUST_00308,2024-11-30,184.97,Pro Plan
CUST_00309,2023-12-25,326.93,Basic Plan
CUST_00310,2024-01-27,64.35,Basic Plan
CUST_00312,2024-12-20,106.2,Basic Plan
CUST_00313,2024-12-19,215.73,Basic Plan
CUST_00314,2024-04-25,398.94,Basic Plan
CUST_00316,2023-11-18,430.23,Basic Plan
CUST_00320,2023-03-17,135.59,Enterprise Plan
CUST_00321,2024-09-29,299.21,Pro Plan
CUST_00322,2024-02-08,369.9,Pro Plan
CUST_00322,2024-05-31,41.22,Pro Plan
CUST_00322,2024-07-25,166.95,Add-ons
CUST_00323,2024-09-04,284.39,Pro Plan
CUST_00323,2024-10-19,214.46,Pro Plan
CUST_00325,2024-12-16,383.48,Basic Plan
CUST_00326,2024-05-10,297.82,Pro Plan
CUST_00326,2024-06-18,293.96,Pro Plan
CUST_00329,2024-03-10,182.1,Enterprise Plan
CUST_00329,2024-06-01,128.44,Basic Plan
CUST_00330,2023-05-16,155.98,Pro Plan
CUST_00331,2024-03-22,155.81,Enterprise Plan
CUST_00331,2024-07-11,41.22,Basic Plan
CUST_00331,2024-09-27,287.39,Basic Plan
CUST_00331,2024-11-04,113.66,Pro Plan
CUST_00331,2024-12-23,140.67,Enterprise Plan
CUST_00333,2023-01-24,291.62,Basic Plan
CUST_00334,2023-10-26,169.98,Enterprise Plan
CUST_00335,2024-04-04,418.07,Pro Plan
CUST_00337,2023-07-07,243.38,Enterprise Plan
CUST_00338,2024-04-17,80.69,Basic Plan
CUST_00339,2023-02-09,232.91,Basic Plan
CUST_00339,2023-04-19,98.09,Add-ons
CUST_00340,2023-01-23,87.96,Pro Plan
CUST_00345,2024-10-12,369.89,Basic Plan
CUST_00347,2024-03-10,148.49,Basic Plan
CUST_00347,2024-06-08,276.65,Pro Plan
CUST_00347,2024-10-03,48.36,Basic Plan
CUST_00347,2024-12-26,190.24,Basic Plan
CUST_00352,2024-01-14,184.05,Enterprise Plan
CUST_00352,2024-04-16,122.39,Add-ons
CUST_00354,2024-10-25,95.74,Basic Plan
CUST_00356,2023-11-29,330.3,Pro Plan
CUST_00358,2024-01-15,445.77,Pro Plan
CUST_00359,2023-04-17,89.67,Basic Plan
CUST_00359,2023-07-24,156.43,Enterprise Plan
CUST_00360,2023-08-10,359.35,Enterprise Plan
CUST_00360,2023-10-10,260.4,Add-ons
CUST_00361,2024-11-17,477.9,Enterprise Plan
CUST_00362,2024-05-23,59.82,Enterprise Plan
CUST_00363,2024-03-06,236.7,Pro Plan
CUST_00364,2024-06-04,189.92,Enterprise Plan
CUST_00365,2023-05-16,160.1,Basic Plan
CUST_00366,2023-04-18,138.99,Enterprise Plan
CUST_00367,2023-11-26,445.84,Pro Plan
CUST_00368,2023-02-19,417.84,Enterprise Plan
CUST_00368,2023-05-04,85.48,Pro Plan
CUST_00369,2024-02-14,475.67,Basic Plan
CUST_00369,2024-06-04,126.16,Basic Plan
CUST_00370,2024-01-28,495.7,Pro Plan
CUST_00370,2024-03-12,200.88,Pro Plan
CUST_00372,2024-05-31,441.25,Enterprise Plan
CUST_00372,2024-09-14,178.1,Basic Plan
CUST_00373,2023-04-26,240.88,Basic Plan
CUST_00373,2023-06-17,113.62,Basic Plan
CUST_00373,2023-09-09,30.18,Basic Plan
CUST_00373,2023-12-16,60.49,Add-ons
CUST_00375,2023-02-28,299.36,Basic Plan
CUST_00375,2023-06-08,31.25,Pro Plan
CUST_00375,2023-09-19,200.27,Pro Plan
CUST_00377,2023-01-19,337.29,Pro Plan
CUST_00377,2023-03-07,213.79,Enterprise Plan
CUST_00377,2023-06-30,264.4,Add-ons
CUST_00379,2024-05-18,69.5,Basic Plan
CUST_00380,2024-10-21,396.57,Enterprise Plan
CUST_00382,2024-10-18,383.83,Basic Plan
CUST_00382,2024-12-09,99.03,Add-ons
CUST_00383,2023-05-21,220.22,Pro Plan
CUST_00384,2024-09-09,302.04,Basic Plan
CUST_00385,2024-08-29,148.14,Pro Plan
CUST_00387,2024-11-29,206.34,Enterprise Plan
CUST_00388,2024-02-23,126.99,Basic Plan
CUST_00388,2024-05-11,224.4,Pro Plan
CUST_00388,2024-07-21,47.31,Add-ons
CUST_00390,2024-10-23,207.41,Pro Plan
CUST_00391,2024-06-12,467.89,Enterprise Plan
CUST_00392,2023-12-22,199.79,Pro Plan
CUST_00395,2024-01-08,334.02,Basic Plan
CUST_00396,2024-05-26,418.21,Basic Plan
CUST_00397,2024-10-29,288.49,Pro Plan
CUST_00398,2024-09-28,210.75,Enterprise Plan
CUST_00398,2024-11-06,115.27,Pro Plan
CUST_00398,2024-12-07,160.7,Pro Plan
CUST_00399,2023-06-13,262.16,Enterprise Plan
CUST_00399,2023-09-06,150.38,Add-ons
CUST_00401,2024-10-10,96.73,Pro Plan
CUST_00401,2024-12-21,173.96,Basic Plan
CUST_00402,2024-04-02,487.12,Enterprise Plan
CUST_00402,2024-06-06,265.92,Pro Plan
CUST_00403,2023-08-04,59.47,Enterprise Plan
CUST_00405,2023-10-17,195.4,Enterprise Plan
CUST_00405,2024-02-06,271.54,Add-ons
CUST_00406,2024-10-15,327.92,Enterprise Plan
CUST_00407,2024-07-16,404.77,Basic Plan
CUST_00408,2023-04-17,87.48,Basic Plan
CUST_00409,2023-06-22,104.03,Pro Plan
CUST_00409,2023-08-09,222.7,Enterprise Plan
CUST_00409,2023-11-28,259.01,Basic Plan
CUST_00409,2024-01-09,293.28,Enterprise Plan
CUST_00409,2024-04-02,139.91,Pro Plan
CUST_00409,2024-07-28,46.94,Enterprise Plan
CUST_00410,2024-04-30,204.22,Basic Plan
CUST_00412,2023-06-26,361.07,Enterprise Plan
CUST_00413,2024-05-02,150.3,Basic Plan
CUST_00413,2024-06-19,79.7,Enterprise Plan
CUST_00419,2023-08-28,431.71,Basic Plan
CUST_00419,2023-12-24,123.89,Basic Plan
CUST_00420,2024-04-07,67.24,Pro Plan
CUST_00421,2023-05-28,197.69,Basic Plan
CUST_00422,2024-03-01,253.53,Pro Plan
CUST_00424,2023-05-08,190.77,Pro Plan
CUST_00424,2023-07-23,229.87,Pro Plan
CUST_00424,2023-10-31,43.04,Pro Plan
CUST_00426,2024-05-22,101.42,Basic Plan
CUST_00426,2024-08-23,56.29,Pro Plan
CUST_00426,2024-12-05,38.16,Basic Plan
CUST_00427,2024-08-12,93.68,Enterprise Plan
CUST_00427,2024-10-16,214.01,Pro Plan
CUST_00429,2023-11-29,177.28,Pro Plan
CUST_00430,2024-05-21,388.89,Enterprise Plan
CUST_00430,2024-08-06,198.85,Add-ons
CUST_00430,2024-10-28,99.38,Basic Plan
CUST_00430,2024-12-31,241.15,Basic Plan
CUST_00431,2024-05-07,402.97,Enterprise Plan
CUST_00431,2024-07-21,184.59,Basic Plan
CUST_00431,2024-10-19,53.92,Add-ons
CUST_00431,2024-12-04,55.58,Add-ons
CUST_00434,2024-09-29,294.06,Enterprise Plan
CUST_00435,2023-03-03,142.44,Pro Plan
CUST_00437,2024-11-12,334.05,Pro Plan
CUST_00438,2023-05-04,405.54,Enterprise Plan
CUST_00439,2023-06-01,474.52,Pro Plan
CUST_00439,2023-09-28,89.7,Add-ons
CUST_00440,2024-09-29,162.51,Pro Plan
CUST_00441,2024-08-14,238.32,Basic Plan
CUST_00442,2023-02-28,499.8,Pro Plan
CUST_00443,2023-12-10,220.25,Basic Plan
CUST_00444,2024-01-25,64.64,Pro Plan
CUST_00444,2024-02-24,196.62,Add-ons
CUST_00444,2024-05-14,264.6,Basic Plan
CUST_00444,2024-07-24,143.93,Basic Plan
CUST_00447,2024-11-17,157.16,Basic Plan
CUST_00448,2024-10-05,383.78,Pro Plan
CUST_00449,2023-10-07,85.09,Basic Plan
CUST_00450,2024-04-24,104.46,Enterprise Plan
CUST_00450,2024-05-25,235.96,Pro Plan
CUST_00451,2024-11-17,206.01,Enterprise Plan
CUST_00453,2024-12-01,125.84,Basic Plan
CUST_00454,2023-02-25,230.43,Pro Plan
CUST_00455,2024-08-30,106.07,Enterprise Plan
CUST_00456,2024-06-19,367.16,Enterprise Plan
CUST_00457,2023-09-29,197.97,Basic Plan
CUST_00460,2023-11-01,169.56,Enterprise Plan
CUST_00461,2024-03-27,132.85,Pro Plan
CUST_00463,2024-01-03,345.54,Basic Plan
CUST_00464,2023-08-23,462.61,Enterprise Plan
CUST_00465,2025-01-04,401.82,Enterprise Plan
CUST_00466,2023-12-29,133.84,Basic Plan
CUST_00467,2023-10-17,106.56,Enterprise Plan
CUST_00469,2023-01-30,139.69,Pro Plan
CUST_00470,2024-06-24,240.47,Basic Plan
CUST_00471,2023-10-04,351.23,Basic Plan
CUST_00472,2023-09-12,367.27,Basic Plan
CUST_00472,2023-10-13,115.81,Pro Plan
CUST_00473,2023-01-10,82.87,Enterprise Plan
CUST_00473,2023-04-02,58.67,Enterprise Plan
CUST_00478,2023-03-16,400.82,Enterprise Plan
CUST_00478,2023-06-14,238.02,Pro Plan
CUST_00478,2023-09-16,178.61,Pro Plan
CUST_00479,2024-08-08,412.92,Pro Plan
CUST_00480,2023-01-02,317.33,Basic Plan
CUST_00480,2023-02-02,202.42,Basic Plan
CUST_00481,2024-08-05,187.54,Pro Plan
CUST_00481,2024-10-26,235.15,Add-ons
CUST_00484,2023-04-08,133.41,Basic Plan
CUST_00486,2024-01-28,181.54,Pro Plan
CUST_00487,2024-11-28,121.21,Pro Plan
CUST_00489,2024-07-15,256.92,Pro Plan
CUST_00490,2023-10-03,167.46,Enterprise Plan
CUST_00490,2024-01-09,252.59,Enterprise Plan
CUST_00490,2024-02-14,177.8,Basic Plan
CUST_00490,2024-05-06,80.92,Basic Plan
CUST_00491,2023-12-08,178.02,Basic Plan
CUST_00491,2024-04-03,153.51,Basic Plan
CUST_00491,2024-05-12,237.0,Add-ons
CUST_00493,2023-05-28,333.53,Pro Plan
CUST_00493,2023-07-30,129.85,Pro Plan
CUST_00494,2023-08-12,94.33,Enterprise Plan
CUST_00495,2024-01-13,354.67,Basic Plan
CUST_00496,2024-04-19,243.36,Basic Plan
CUST_00496,2024-07-31,228.3,Pro Plan
CUST_00497,2024-05-27,459.03,Enterprise Plan
CUST_00497,2024-09-13,225.02,Basic Plan
CUST_00497,2024-11-18,198.24,Enterprise Plan
CUST_00498,2024-11-05,78.25,Enterprise Plan
CUST_00499,2023-12-11,194.04,Basic Plan
CUST_00500,2024-03-20,319.03,Basic Plan
CUST_00502,2024-04-10,283.44,Pro Plan
CUST_00502,2024-06-10,276.17,Pro Plan
CUST_00503,2024-09-17,299.87,Basic Plan
CUST_00504,2024-03-16,355.12,Pro Plan
CUST_00506,2024-09-22,437.59,Basic Plan
CUST_00507,2023-08-27,153.83,Pro Plan
CUST_00510,2023-08-28,285.28,Basic Plan
CUST_00511,2024-07-20,429.53,Enterprise Plan
CUST_00513,2023-11-19,494.78,Enterprise Plan
CUST_00515,2024-12-06,371.73,Enterprise Plan
CUST_00516,2024-04-06,469.85,Basic Plan
CUST_00516,2024-05-27,283.18,Pro Plan
CUST_00516,2024-09-09,273.6,Add-ons
CUST_00518,2023-05-07,243.34,Pro Plan
CUST_00518,2023-06-10,232.07,Pro Plan
CUST_00518,2023-07-19,154.48,Add-ons
CUST_00519,2024-05-15,430.79,Basic Plan
CUST_00521,2023-12-19,383.73,Basic Plan
CUST_00521,2024-02-15,211.04,Add-ons
CUST_00522,2023-12-17,248.41,Enterprise Plan
