customer_id,touchpoint_date,channel,touchpoint_type,cost
CUST_00009,2024-04-10,Google Ads,website_visit,2.5
CUST_00009,2024-05-11,Content Marketing,content_view,0.3
CUST_00010,2023-09-07,Facebook Ads,website_visit,1.8
CUST_00010,2023-09-02,Facebook Ads,ad_click,1.8
CUST_00010,2023-09-23,Google Ads,website_visit,2.5
CUST_00010,2023-11-10,LinkedIn Ads,content_view,4.0
CUST_00011,2023-09-19,Email Marketing,content_view,0.1
CUST_00011,2023-10-02,Email Marketing,ad_click,0.1
CUST_00011,2023-11-04,Organic Search,email_open,0.0
CUST_00011,2023-10-23,LinkedIn Ads,email_open,4.0
CUST_00011,2023-09-27,Google Ads,website_visit,2.5
CUST_00011,2023-08-14,Google Ads,content_view,2.5
CUST_00011,2023-10-29,Email Marketing,content_view,0.1
CUST_00011,2023-08-20,Email Marketing,website_visit,0.1
CUST_00012,2023-07-18,Facebook Ads,email_open,1.8
CUST_00012,2023-07-26,Google Ads,email_open,2.5
CUST_00012,2023-08-04,Email Marketing,ad_click,0.1
CUST_00012,2023-07-02,LinkedIn Ads,content_view,4.0
CUST_00012,2023-07-22,Email Marketing,content_view,0.1
CUST_00013,2023-11-27,Organic Search,email_open,0.0
CUST_00013,2023-11-24,Facebook Ads,website_visit,1.8
CUST_00013,2023-11-17,Google Ads,website_visit,2.5
CUST_00013,2023-12-27,Google Ads,content_view,2.5
CUST_00013,2024-02-07,Google Ads,website_visit,2.5
CUST_00013,2024-01-04,Email Marketing,content_view,0.1
CUST_00013,2023-12-09,Facebook Ads,ad_click,1.8
CUST_00014,2023-10-03,Organic Search,content_view,0.0
CUST_00014,2023-10-19,Google Ads,email_open,2.5
CUST_00014,2023-10-12,Organic Search,content_view,0.0
CUST_00015,2024-05-25,Facebook Ads,ad_click,1.8
CUST_00015,2024-05-13,Google Ads,ad_click,2.5
CUST_00015,2024-04-17,Email Marketing,email_open,0.1
CUST_00015,2024-05-14,Google Ads,website_visit,2.5
CUST_00015,2024-04-03,Email Marketing,content_view,0.1
CUST_00015,2024-04-27,Email Marketing,content_view,0.1
CUST_00015,2024-03-20,Google Ads,email_open,2.5
CUST_00015,2024-05-14,Google Ads,website_visit,2.5
CUST_00016,2024-09-14,LinkedIn Ads,ad_click,4.0
CUST_00016,2024-09-17,Organic Search,email_open,0.0
CUST_00016,2024-09-29,Content Marketing,website_visit,0.3
CUST_00016,2024-10-06,LinkedIn Ads,email_open,4.0
CUST_00016,2024-07-27,Facebook Ads,ad_click,1.8
CUST_00016,2024-08-20,Organic Search,content_view,0.0
CUST_00016,2024-09-16,LinkedIn Ads,content_view,4.0
CUST_00017,2024-09-11,Content Marketing,website_visit,0.3
CUST_00017,2024-08-26,Google Ads,email_open,2.5
CUST_00017,2024-08-09,LinkedIn Ads,website_visit,4.0
CUST_00017,2024-08-01,Organic Search,ad_click,0.0
CUST_00017,2024-07-29,Content Marketing,content_view,0.3
CUST_00017,2024-08-30,Organic Search,email_open,0.0
CUST_00017,2024-10-14,Google Ads,email_open,2.5
CUST_00017,2024-10-16,Content Marketing,ad_click,0.3
CUST_00018,2023-09-10,Google Ads,content_view,2.5
CUST_00018,2023-07-21,LinkedIn Ads,website_visit,4.0
CUST_00018,2023-06-21,Content Marketing,website_visit,0.3
CUST_00018,2023-07-31,Facebook Ads,email_open,1.8
CUST_00018,2023-07-16,Content Marketing,website_visit,0.3
CUST_00019,2022-12-05,Facebook Ads,website_visit,1.8
CUST_00019,2022-11-07,Organic Search,ad_click,0.0
CUST_00019,2022-11-17,Organic Search,email_open,0.0
CUST_00019,2023-01-05,Google Ads,email_open,2.5
CUST_00019,2022-11-04,Facebook Ads,email_open,1.8
CUST_00019,2022-12-21,Email Marketing,content_view,0.1
CUST_00019,2022-11-30,Google Ads,website_visit,2.5
CUST_00020,2023-12-16,Email Marketing,email_open,0.1
CUST_00020,2023-12-13,Email Marketing,ad_click,0.1
CUST_00020,2023-12-23,Content Marketing,email_open,0.3
CUST_00020,2023-12-03,Google Ads,content_view,2.5
CUST_00020,2024-02-11,Facebook Ads,content_view,1.8
CUST_00021,2023-03-18,Google Ads,ad_click,2.5
CUST_00021,2023-03-12,Facebook Ads,website_visit,1.8
CUST_00021,2023-02-10,Email Marketing,website_visit,0.1
CUST_00021,2023-03-19,Email Marketing,ad_click,0.1
CUST_00022,2024-03-01,Email Marketing,ad_click,0.1
CUST_00022,2023-12-31,Organic Search,ad_click,0.0
CUST_00022,2024-03-09,Facebook Ads,content_view,1.8
CUST_00022,2023-12-22,Content Marketing,email_open,0.3
CUST_00022,2024-02-14,Email Marketing,content_view,0.1
CUST_00022,2024-01-27,LinkedIn Ads,email_open,4.0
CUST_00023,2023-07-30,Facebook Ads,email_open,1.8
CUST_00023,2023-07-16,Content Marketing,email_open,0.3
CUST_00023,2023-06-01,Google Ads,ad_click,2.5
CUST_00023,2023-06-10,Organic Search,content_view,0.0
CUST_00023,2023-08-14,Google Ads,ad_click,2.5
CUST_00023,2023-05-30,Google Ads,email_open,2.5
CUST_00024,2023-02-28,Content Marketing,ad_click,0.3
CUST_00024,2023-02-26,Google Ads,email_open,2.5
CUST_00024,2023-01-27,Organic Search,website_visit,0.0
CUST_00024,2023-01-15,Content Marketing,email_open,0.3
CUST_00024,2023-03-03,Organic Search,ad_click,0.0
CUST_00024,2022-12-14,Google Ads,content_view,2.5
CUST_00024,2023-03-11,Google Ads,email_open,2.5
CUST_00025,2023-09-26,Facebook Ads,website_visit,1.8
CUST_00025,2023-08-29,Organic Search,ad_click,0.0
CUST_00025,2023-09-13,LinkedIn Ads,website_visit,4.0
CUST_00025,2023-08-08,Google Ads,content_view,2.5
CUST_00026,2023-11-29,LinkedIn Ads,email_open,4.0
CUST_00026,2023-11-13,Google Ads,website_visit,2.5
CUST_00026,2023-10-22,Content Marketing,email_open,0.3
CUST_00026,2023-11-20,LinkedIn Ads,website_visit,4.0
CUST_00027,2024-01-04,Organic Search,ad_click,0.0
CUST_00027,2024-01-11,Facebook Ads,ad_click,1.8
CUST_00027,2024-01-05,Google Ads,email_open,2.5
CUST_00027,2024-02-02,Google Ads,ad_click,2.5
CUST_00028,2024-04-27,Google Ads,ad_click,2.5
CUST_00028,2024-06-22,Email Marketing,email_open,0.1
CUST_00028,2024-06-12,Organic Search,website_visit,0.0
CUST_00028,2024-04-15,Facebook Ads,website_visit,1.8
CUST_00028,2024-05-27,Google Ads,content_view,2.5
CUST_00028,2024-06-17,Organic Search,ad_click,0.0
CUST_00028,2024-04-21,Email Marketing,email_open,0.1
CUST_00029,2024-05-07,LinkedIn Ads,content_view,4.0
CUST_00029,2024-05-21,LinkedIn Ads,ad_click,4.0
CUST_00029,2024-05-27,Facebook Ads,website_visit,1.8
CUST_00029,2024-05-13,LinkedIn Ads,website_visit,4.0
CUST_00030,2023-07-27,Email Marketing,content_view,0.1
CUST_00030,2023-09-03,Content Marketing,website_visit,0.3
CUST_00030,2023-06-30,Facebook Ads,email_open,1.8
CUST_00030,2023-08-04,Organic Search,email_open,0.0
CUST_00030,2023-07-28,Google Ads,website_visit,2.5
CUST_00031,2024-06-16,Facebook Ads,email_open,1.8
CUST_00031,2024-04-13,Email Marketing,website_visit,0.1
CUST_00031,2024-04-17,Google Ads,website_visit,2.5
CUST_00031,2024-05-25,Organic Search,ad_click,0.0
CUST_00031,2024-05-13,Organic Search,website_visit,0.0
CUST_00031,2024-04-01,Email Marketing,email_open,0.1
CUST_00032,2024-06-07,Google Ads,content_view,2.5
CUST_00032,2024-06-05,LinkedIn Ads,ad_click,4.0
CUST_00032,2024-05-03,Facebook Ads,ad_click,1.8
CUST_00032,2024-04-15,Facebook Ads,ad_click,1.8
CUST_00032,2024-03-24,Organic Search,website_visit,0.0
CUST_00032,2024-03-22,Google Ads,website_visit,2.5
CUST_00032,2024-05-16,Email Marketing,website_visit,0.1
CUST_00033,2023-02-09,Google Ads,website_visit,2.5
CUST_00033,2023-03-03,Content Marketing,content_view,0.3
CUST_00033,2023-03-16,LinkedIn Ads,website_visit,4.0
CUST_00033,2023-03-15,Organic Search,email_open,0.0
CUST_00033,2023-04-19,Facebook Ads,email_open,1.8
CUST_00033,2023-02-15,Facebook Ads,content_view,1.8
CUST_00034,2024-01-09,Facebook Ads,website_visit,1.8
CUST_00034,2024-01-14,Facebook Ads,ad_click,1.8
CUST_00034,2024-01-14,Facebook Ads,content_view,1.8
CUST_00034,2024-03-15,Organic Search,email_open,0.0
CUST_00034,2024-02-04,Content Marketing,ad_click,0.3
CUST_00034,2024-03-04,Facebook Ads,content_view,1.8
CUST_00035,2023-10-25,Facebook Ads,website_visit,1.8
CUST_00035,2023-11-08,Email Marketing,website_visit,0.1
CUST_00035,2023-11-08,Email Marketing,email_open,0.1
CUST_00035,2023-10-06,Organic Search,website_visit,0.0
CUST_00035,2023-10-17,Facebook Ads,ad_click,1.8
CUST_00035,2023-10-13,Email Marketing,website_visit,0.1
CUST_00035,2023-10-09,Content Marketing,content_view,0.3
CUST_00036,2024-09-15,Facebook Ads,email_open,1.8
CUST_00036,2024-10-28,Content Marketing,ad_click,0.3
CUST_00036,2024-09-20,Content Marketing,content_view,0.3
CUST_00036,2024-11-03,LinkedIn Ads,website_visit,4.0
CUST_00036,2024-10-29,Organic Search,email_open,0.0
CUST_00036,2024-09-07,Google Ads,ad_click,2.5
CUST_00037,2023-05-23,Organic Search,website_visit,0.0
CUST_00037,2023-04-26,Organic Search,website_visit,0.0
CUST_00037,2023-05-05,Organic Search,website_visit,0.0
CUST_00037,2023-06-05,LinkedIn Ads,ad_click,4.0
CUST_00038,2024-11-07,Google Ads,ad_click,2.5
CUST_00038,2024-12-01,Organic Search,ad_click,0.0
CUST_00038,2024-10-11,Facebook Ads,ad_click,1.8
CUST_00038,2024-10-13,Facebook Ads,content_view,1.8
CUST_00038,2024-11-15,Google Ads,email_open,2.5
CUST_00038,2024-09-25,Google Ads,content_view,2.5
CUST_00038,2024-11-17,LinkedIn Ads,content_view,4.0
CUST_00039,2024-01-25,Organic Search,email_open,0.0
CUST_00039,2024-02-07,Organic Search,content_view,0.0
CUST_00039,2024-01-10,Content Marketing,website_visit,0.3
CUST_00039,2023-12-07,Organic Search,content_view,0.0
CUST_00040,2023-02-08,Organic Search,content_view,0.0
CUST_00040,2023-04-05,Google Ads,ad_click,2.5
CUST_00040,2023-04-02,Google Ads,email_open,2.5
CUST_00040,2023-04-07,LinkedIn Ads,ad_click,4.0
CUST_00041,2024-12-08,Google Ads,ad_click,2.5
CUST_00041,2024-09-29,Facebook Ads,website_visit,1.8
CUST_00041,2024-11-22,Email Marketing,ad_click,0.1
CUST_00041,2024-12-09,Google Ads,email_open,2.5
CUST_00041,2024-10-14,Google Ads,content_view,2.5
CUST_00041,2024-12-02,Email Marketing,email_open,0.1
CUST_00041,2024-09-21,Google Ads,website_visit,2.5
CUST_00042,2024-11-04,Google Ads,website_visit,2.5
CUST_00042,2024-10-31,Google Ads,content_view,2.5
CUST_00042,2024-10-11,Google Ads,content_view,2.5
CUST_00042,2024-12-07,Content Marketing,ad_click,0.3
CUST_00042,2024-10-08,Google Ads,content_view,2.5
CUST_00042,2024-12-01,LinkedIn Ads,ad_click,4.0
CUST_00042,2024-11-09,Google Ads,email_open,2.5
CUST_00043,2023-05-22,Email Marketing,website_visit,0.1
CUST_00043,2023-06-01,Email Marketing,website_visit,0.1
CUST_00043,2023-06-06,Email Marketing,email_open,0.1
CUST_00043,2023-06-30,Facebook Ads,website_visit,1.8
CUST_00043,2023-06-13,Google Ads,content_view,2.5
CUST_00043,2023-06-10,Facebook Ads,ad_click,1.8
CUST_00043,2023-06-10,Google Ads,ad_click,2.5
CUST_00043,2023-04-25,Google Ads,website_visit,2.5
CUST_00044,2024-09-22,Email Marketing,website_visit,0.1
CUST_00044,2024-09-07,Facebook Ads,ad_click,1.8
CUST_00044,2024-09-12,Google Ads,email_open,2.5
CUST_00044,2024-10-11,Email Marketing,website_visit,0.1
CUST_00044,2024-11-03,Organic Search,email_open,0.0
CUST_00044,2024-11-17,Google Ads,ad_click,2.5
CUST_00044,2024-08-23,LinkedIn Ads,email_open,4.0
CUST_00044,2024-10-10,Facebook Ads,website_visit,1.8
CUST_00045,2024-10-26,Email Marketing,website_visit,0.1
CUST_00045,2024-11-12,LinkedIn Ads,email_open,4.0
CUST_00045,2024-10-03,LinkedIn Ads,content_view,4.0
CUST_00045,2024-11-12,Facebook Ads,website_visit,1.8
CUST_00045,2024-09-10,Organic Search,website_visit,0.0
CUST_00046,2024-07-04,LinkedIn Ads,content_view,4.0
CUST_00046,2024-09-12,Email Marketing,content_view,0.1
CUST_00046,2024-09-19,Facebook Ads,ad_click,1.8
CUST_00046,2024-08-25,Google Ads,content_view,2.5
CUST_00046,2024-09-25,Email Marketing,ad_click,0.1
CUST_00046,2024-08-07,Organic Search,ad_click,0.0
CUST_00046,2024-08-03,Content Marketing,ad_click,0.3
CUST_00047,2024-09-11,Google Ads,website_visit,2.5
CUST_00047,2024-10-19,Organic Search,website_visit,0.0
CUST_00047,2024-08-18,Content Marketing,website_visit,0.3
CUST_00047,2024-09-11,Email Marketing,ad_click,0.1
CUST_00047,2024-09-13,Organic Search,email_open,0.0
CUST_00048,2023-06-26,Facebook Ads,ad_click,1.8
CUST_00048,2023-07-06,Facebook Ads,email_open,1.8
CUST_00048,2023-07-06,Organic Search,email_open,0.0
CUST_00048,2023-08-16,Google Ads,content_view,2.5
CUST_00049,2024-04-29,Organic Search,email_open,0.0
CUST_00049,2024-07-03,Google Ads,ad_click,2.5
CUST_00049,2024-07-18,Facebook Ads,email_open,1.8
CUST_00050,2022-11-22,Organic Search,content_view,0.0
CUST_00050,2022-11-23,Organic Search,content_view,0.0
CUST_00050,2023-01-17,Facebook Ads,email_open,1.8
CUST_00050,2022-11-24,Organic Search,content_view,0.0
CUST_00050,2022-11-18,Email Marketing,email_open,0.1
CUST_00051,2023-12-29,LinkedIn Ads,email_open,4.0
CUST_00051,2023-11-15,Google Ads,content_view,2.5
CUST_00051,2023-12-29,Google Ads,ad_click,2.5
CUST_00051,2023-12-26,Google Ads,content_view,2.5
CUST_00052,2023-12-15,Email Marketing,ad_click,0.1
CUST_00052,2023-12-04,Google Ads,email_open,2.5
CUST_00052,2023-12-18,Content Marketing,ad_click,0.3
CUST_00052,2024-01-18,Google Ads,ad_click,2.5
CUST_00052,2024-01-18,Facebook Ads,email_open,1.8
CUST_00053,2022-12-01,Content Marketing,email_open,0.3
CUST_00053,2022-10-20,Email Marketing,content_view,0.1
CUST_00053,2022-11-24,Facebook Ads,content_view,1.8
CUST_00053,2022-12-22,Facebook Ads,ad_click,1.8
CUST_00053,2022-11-20,Organic Search,website_visit,0.0
CUST_00054,2022-12-16,Google Ads,ad_click,2.5
CUST_00054,2022-12-04,Google Ads,ad_click,2.5
CUST_00054,2023-01-04,Google Ads,email_open,2.5
CUST_00054,2022-12-18,Email Marketing,content_view,0.1
CUST_00055,2023-08-24,Google Ads,ad_click,2.5
CUST_00055,2023-08-20,Google Ads,content_view,2.5
CUST_00055,2023-08-04,Organic Search,website_visit,0.0
CUST_00055,2023-07-23,Content Marketing,content_view,0.3
CUST_00055,2023-07-11,Content Marketing,website_visit,0.3
CUST_00055,2023-06-28,Email Marketing,email_open,0.1
CUST_00055,2023-06-14,Email Marketing,website_visit,0.1
CUST_00055,2023-06-25,LinkedIn Ads,content_view,4.0
CUST_00056,2024-04-07,Organic Search,email_open,0.0
CUST_00056,2024-02-25,Organic Search,website_visit,0.0
CUST_00056,2024-02-12,Facebook Ads,content_view,1.8
CUST_00056,2024-04-15,Organic Search,website_visit,0.0
CUST_00056,2024-04-13,Email Marketing,ad_click,0.1
CUST_00056,2024-02-10,Google Ads,email_open,2.5
CUST_00056,2024-03-25,Organic Search,website_visit,0.0
CUST_00057,2024-06-14,Facebook Ads,ad_click,1.8
CUST_00057,2024-05-16,Google Ads,website_visit,2.5
CUST_00057,2024-06-27,Google Ads,ad_click,2.5
CUST_00057,2024-05-04,Facebook Ads,content_view,1.8
CUST_00057,2024-06-01,Facebook Ads,content_view,1.8
CUST_00057,2024-04-29,Content Marketing,ad_click,0.3
CUST_00057,2024-07-04,Google Ads,ad_click,2.5
CUST_00058,2023-01-19,LinkedIn Ads,email_open,4.0
CUST_00058,2022-12-26,Google Ads,ad_click,2.5
CUST_00058,2023-02-23,Organic Search,email_open,0.0
CUST_00058,2023-01-27,Organic Search,email_open,0.0
CUST_00059,2023-03-29,Content Marketing,ad_click,0.3
CUST_00059,2023-04-23,Google Ads,email_open,2.5
CUST_00059,2023-03-31,Google Ads,content_view,2.5
CUST_00059,2023-04-06,Email Marketing,email_open,0.1
CUST_00059,2023-05-16,Organic Search,website_visit,0.0
CUST_00059,2023-03-16,Facebook Ads,website_visit,1.8
CUST_00059,2023-06-01,Facebook Ads,content_view,1.8
CUST_00059,2023-05-15,Google Ads,email_open,2.5
CUST_00060,2023-03-10,Email Marketing,website_visit,0.1
CUST_00060,2023-02-27,Email Marketing,content_view,0.1
CUST_00060,2023-03-23,Google Ads,content_view,2.5
CUST_00060,2023-03-14,Organic Search,website_visit,0.0
CUST_00060,2023-02-11,Organic Search,website_visit,0.0
CUST_00061,2023-05-19,Facebook Ads,website_visit,1.8
CUST_00061,2023-04-30,Email Marketing,email_open,0.1
CUST_00061,2023-02-22,Google Ads,website_visit,2.5
CUST_00061,2023-04-05,Google Ads,content_view,2.5
CUST_00061,2023-04-11,Google Ads,email_open,2.5
CUST_00061,2023-03-14,Content Marketing,email_open,0.3
CUST_00062,2022-12-23,Organic Search,ad_click,0.0
CUST_00062,2022-12-06,Organic Search,content_view,0.0
CUST_00062,2022-12-14,Email Marketing,email_open,0.1
CUST_00062,2022-11-19,LinkedIn Ads,ad_click,4.0
CUST_00062,2022-12-26,Google Ads,content_view,2.5
CUST_00062,2023-01-01,Organic Search,email_open,0.0
CUST_00062,2022-11-18,LinkedIn Ads,email_open,4.0
CUST_00063,2023-10-26,Email Marketing,email_open,0.1
CUST_00063,2023-10-14,Facebook Ads,website_visit,1.8
CUST_00063,2023-09-23,Google Ads,ad_click,2.5
CUST_00063,2023-09-14,Email Marketing,website_visit,0.1
CUST_00063,2023-09-29,LinkedIn Ads,email_open,4.0
CUST_00063,2023-08-04,Google Ads,email_open,2.5
CUST_00063,2023-10-04,Organic Search,email_open,0.0
CUST_00063,2023-10-24,Email Marketing,website_visit,0.1
CUST_00064,2023-06-16,Facebook Ads,ad_click,1.8
CUST_00064,2023-07-04,Content Marketing,content_view,0.3
CUST_00064,2023-05-12,Google Ads,email_open,2.5
CUST_00064,2023-06-04,Facebook Ads,email_open,1.8
CUST_00064,2023-06-05,Google Ads,ad_click,2.5
CUST_00064,2023-07-02,Email Marketing,content_view,0.1
CUST_00065,2023-02-03,Organic Search,website_visit,0.0
CUST_00065,2023-02-07,Google Ads,website_visit,2.5
CUST_00065,2023-03-10,Google Ads,website_visit,2.5
CUST_00065,2023-02-08,Email Marketing,content_view,0.1
CUST_00066,2023-08-15,Google Ads,ad_click,2.5
CUST_00066,2023-09-28,Google Ads,ad_click,2.5
CUST_00066,2023-08-30,Organic Search,email_open,0.0
CUST_00066,2023-09-04,Content Marketing,ad_click,0.3
CUST_00066,2023-09-27,Email Marketing,ad_click,0.1
CUST_00066,2023-08-30,Organic Search,content_view,0.0
CUST_00066,2023-09-03,Content Marketing,email_open,0.3
CUST_00066,2023-09-09,Facebook Ads,ad_click,1.8
CUST_00067,2024-04-30,Facebook Ads,website_visit,1.8
CUST_00067,2024-06-17,Facebook Ads,website_visit,1.8
CUST_00067,2024-05-09,Organic Search,email_open,0.0
CUST_00067,2024-04-21,Facebook Ads,website_visit,1.8
CUST_00068,2024-09-18,Google Ads,email_open,2.5
CUST_00068,2024-08-23,LinkedIn Ads,website_visit,4.0
CUST_00068,2024-09-02,Facebook Ads,website_visit,1.8
CUST_00068,2024-10-20,Content Marketing,website_visit,0.3
CUST_00068,2024-08-31,Email Marketing,email_open,0.1
CUST_00068,2024-08-21,Facebook Ads,content_view,1.8
CUST_00068,2024-09-29,Email Marketing,website_visit,0.1
CUST_00068,2024-10-22,Content Marketing,email_open,0.3
CUST_00069,2023-09-01,Facebook Ads,ad_click,1.8
CUST_00069,2023-09-22,Email Marketing,content_view,0.1
CUST_00069,2023-07-22,Google Ads,ad_click,2.5
CUST_00069,2023-09-14,Organic Search,website_visit,0.0
CUST_00069,2023-08-28,Facebook Ads,content_view,1.8
CUST_00069,2023-08-26,Facebook Ads,ad_click,1.8
CUST_00069,2023-07-14,Google Ads,content_view,2.5
CUST_00069,2023-09-28,Email Marketing,ad_click,0.1
CUST_00070,2024-02-17,Google Ads,website_visit,2.5
CUST_00070,2024-01-06,Facebook Ads,website_visit,1.8
CUST_00070,2024-02-28,Email Marketing,content_view,0.1
CUST_00070,2024-01-28,Email Marketing,website_visit,0.1
CUST_00070,2024-02-05,Facebook Ads,website_visit,1.8
CUST_00070,2024-04-01,LinkedIn Ads,ad_click,4.0
CUST_00070,2024-01-29,LinkedIn Ads,content_view,4.0
CUST_00070,2024-01-23,Email Marketing,ad_click,0.1
CUST_00071,2022-12-31,LinkedIn Ads,website_visit,4.0
CUST_00071,2022-11-13,Email Marketing,ad_click,0.1
CUST_00071,2022-11-22,Email Marketing,email_open,0.1
CUST_00071,2022-12-04,Content Marketing,content_view,0.3
CUST_00071,2022-11-24,Content Marketing,website_visit,0.3
CUST_00071,2022-10-26,Google Ads,content_view,2.5
CUST_00071,2022-12-20,LinkedIn Ads,content_view,4.0
CUST_00071,2022-12-03,Google Ads,ad_click,2.5
CUST_00072,2024-05-27,Google Ads,email_open,2.5
CUST_00072,2024-06-20,Google Ads,content_view,2.5
CUST_00072,2024-05-08,Google Ads,website_visit,2.5
CUST_00072,2024-05-06,Organic Search,content_view,0.0
CUST_00073,2024-09-08,Google Ads,website_visit,2.5
CUST_00073,2024-07-27,LinkedIn Ads,email_open,4.0
CUST_00073,2024-08-10,Email Marketing,email_open,0.1
CUST_00073,2024-09-27,Facebook Ads,content_view,1.8
CUST_00074,2023-08-25,Organic Search,ad_click,0.0
CUST_00074,2023-10-25,Email Marketing,ad_click,0.1
CUST_00074,2023-10-06,LinkedIn Ads,website_visit,4.0
CUST_00074,2023-10-13,Organic Search,email_open,0.0
CUST_00074,2023-09-16,LinkedIn Ads,website_visit,4.0
CUST_00074,2023-08-29,Email Marketing,email_open,0.1
CUST_00074,2023-10-30,Facebook Ads,ad_click,1.8
CUST_00074,2023-10-07,Facebook Ads,ad_click,1.8
CUST_00075,2023-04-12,Facebook Ads,content_view,1.8
CUST_00075,2023-02-12,Email Marketing,ad_click,0.1
CUST_00075,2023-04-19,Facebook Ads,content_view,1.8
CUST_00075,2023-02-22,Organic Search,content_view,0.0
CUST_00075,2023-02-18,Organic Search,content_view,0.0
CUST_00075,2023-02-03,Organic Search,email_open,0.0
CUST_00075,2023-03-30,Google Ads,ad_click,2.5
CUST_00075,2023-02-26,Google Ads,email_open,2.5
CUST_00076,2024-02-27,Content Marketing,ad_click,0.3
CUST_00076,2024-03-01,Organic Search,website_visit,0.0
CUST_00076,2024-02-21,Google Ads,email_open,2.5
CUST_00077,2024-03-18,Facebook Ads,ad_click,1.8
CUST_00077,2024-01-26,Email Marketing,website_visit,0.1
CUST_00077,2024-01-13,Organic Search,ad_click,0.0
CUST_00077,2024-02-01,Facebook Ads,ad_click,1.8
CUST_00078,2024-01-02,Content Marketing,email_open,0.3
CUST_00078,2024-01-20,LinkedIn Ads,content_view,4.0
CUST_00078,2023-12-05,Email Marketing,website_visit,0.1
CUST_00078,2023-11-18,Organic Search,ad_click,0.0
CUST_00078,2023-11-10,Content Marketing,email_open,0.3
CUST_00078,2023-10-29,LinkedIn Ads,email_open,4.0
CUST_00079,2024-03-11,LinkedIn Ads,content_view,4.0
CUST_00079,2024-05-17,Facebook Ads,content_view,1.8
CUST_00079,2024-05-07,Content Marketing,email_open,0.3
CUST_00080,2023-12-26,Organic Search,content_view,0.0
CUST_00080,2024-01-12,Content Marketing,website_visit,0.3
CUST_00080,2023-12-22,LinkedIn Ads,ad_click,4.0
CUST_00080,2023-12-06,Content Marketing,ad_click,0.3
CUST_00080,2023-12-11,Email Marketing,content_view,0.1
CUST_00081,2023-05-15,Content Marketing,email_open,0.3
CUST_00081,2023-04-07,Facebook Ads,ad_click,1.8
CUST_00081,2023-05-11,Facebook Ads,ad_click,1.8
CUST_00081,2023-03-27,Content Marketing,website_visit,0.3
CUST_00081,2023-03-22,Google Ads,content_view,2.5
CUST_00081,2023-05-29,Facebook Ads,ad_click,1.8
CUST_00081,2023-05-12,Facebook Ads,email_open,1.8
CUST_00082,2024-06-05,Google Ads,content_view,2.5
CUST_00082,2024-06-19,Facebook Ads,content_view,1.8
CUST_00082,2024-06-24,Google Ads,website_visit,2.5
CUST_00082,2024-04-09,Email Marketing,email_open,0.1
CUST_00083,2024-10-02,Email Marketing,ad_click,0.1
